U1/V	IA/nA	IA/nA
7,37	0,01	0,01
7,39	0,01	0,01
7,42	0,01	0,01
7,44	0,01	0,01
7,47	0,01	0,01
7,49	0,01	0,01
7,52	0,01	0,01
7,54	0,01	0,01
7,57	0,01	0,01
7,59	0,01	0,01
7,61	0,01	0,01
7,64	0,01	0,01
7,66	0,01	0,01
7,69	0,01	0,01
7,71	0,01	0,01
7,74	0,01	0,01
7,76	0,01	0,01
7,78	0,01	0,01
7,81	0,01	0,01
7,83	0,01	0,01
7,86	0,01	0,01
7,88	0,01	0,01
7,91	0,01	0,01
7,93	0,01	0,01
7,96	0,01	0,01
7,98	0,01	0,01
8,00	0,01	0,01
8,03	0,01	0,01
8,05	0,01	0,01
8,08	0,01	0,01
8,10	0,01	0,01
8,13	0,01	0,01
8,15	0,01	0,01
8,18	0,01	0,01
8,20	0,01	0,01
8,22	0,01	0,01
8,25	0,01	0,01
8,27	0,01	0,01
8,30	0,01	0,01
8,32	0,01	0,01
8,35	0,01	0,01
8,37	0,01	0,01
8,40	0,01	0,01
8,42	0,01	0,01
8,44	0,01	0,01
8,47	0,01	0,01
8,49	0,01	0,01
8,52	0,01	0,01
8,54	0,01	0,01
8,57	0,01	0,01
8,59	0,01	0,01
8,62	0,01	0,01
8,64	0,01	0,01
8,66	0,01	0,01
8,69	0,01	0,01
8,71	0,01	0,01
8,74	0,01	0,01
8,76	0,01	0,01
8,79	0,01	0,01
8,81	0,01	0,01
8,84	0,01	0,01
8,86	0,01	0,01
8,88	0,01	0,01
8,91	0,01	0,01
8,93	0,01	0,01
8,96	0,00	0,01
8,98	0,01	0,01
9,01	0,01	0,01
9,03	0,01	0,01
9,05	0,01	0,01
9,08	0,01	0,01
9,10	0,01	0,01
9,13	0,01	0,01
9,15	0,01	0,01
9,18	0,01	0,01
9,20	0,01	0,01
9,23	0,01	0,01
9,25	0,02	0,01
9,27	0,02	0,01
9,30	0,01	0,01
9,32	0,01	0,01
9,35	0,01	0,01
9,37	0,01	0,01
9,40	0,01	0,01
9,42	0,01	0,01
9,45	0,01	0,01
9,47	0,01	0,01
9,49	0,01	0,01
9,52	0,01	0,01
9,54	0,01	0,01
9,57	0,01	0,01
9,59	0,01	0,01
9,62	0,01	0,01
9,64	0,01	0,01
9,67	0,01	0,01
9,69	0,01	0,01
9,71	0,01	0,01
9,74	0,01	0,01
9,76	0,01	0,01
9,79	0,01	0,01
9,81	0,01	0,01
9,84	0,01	0,01
9,86	0,01	0,01
9,89	0,01	0,01
9,91	0,01	0,01
9,93	0,01	0,01
9,96	0,01	0,01
9,98	0,01	0,01
10,01	0,01	0,01
10,03	0,01	0,01
10,06	0,01	0,01
10,08	0,01	0,01
10,10	0,01	0,01
10,13	0,01	0,01
10,15	0,01	0,01
10,18	0,01	0,01
10,20	0,00	0,01
10,23	0,00	0,01
10,25	0,00	0,01
10,28	0,01	0,01
10,30	0,01	0,01
10,32	0,01	0,01
10,35	0,01	0,01
10,37	0,01	0,01
10,40	0,01	0,01
10,42	0,00	0,01
10,45	0,00	0,01
10,47	0,01	0,01
10,50	0,01	0,01
10,52	0,01	0,01
10,54	0,01	0,01
10,57	0,01	0,01
10,59	0,01	0,01
10,62	0,01	0,01
10,64	0,01	0,01
10,67	0,01	0,01
10,69	0,01	0,01
10,72	0,01	0,01
10,74	0,00	0,01
10,76	0,00	0,01
10,79	0,00	0,01
10,81	0,01	0,01
10,84	0,01	0,01
10,86	0,01	0,01
10,89	0,01	0,01
10,91	0,02	0,01
10,94	0,02	0,01
10,96	0,02	0,01
10,98	0,03	0,01
11,01	0,03	0,01
11,03	0,01	0,02
11,06	0,01	0,02
11,08	0,01	0,02
11,11	0,01	0,02
11,13	0,02	0,02
11,15	0,02	0,02
11,18	0,02	0,02
11,20	0,01	0,02
11,23	0,02	0,02
11,25	0,02	0,02
11,28	0,02	0,02
11,30	0,02	0,02
11,33	0,02	0,02
11,35	0,02	0,02
11,37	0,02	0,03
11,40	0,02	0,03
11,42	0,03	0,03
11,45	0,03	0,03
11,47	0,03	0,03
11,50	0,03	0,04
11,52	0,05	0,04
11,55	0,05	0,04
11,57	0,05	0,05
11,59	0,05	0,05
11,62	0,04	0,05
11,64	0,04	0,05
11,67	0,04	0,06
11,69	0,07	0,06
11,72	0,08	0,06
11,74	0,09	0,07
11,77	0,08	0,07
11,79	0,09	0,07
11,81	0,07	0,07
11,84	0,06	0,08
11,86	0,08	0,08
11,89	0,08	0,08
11,91	0,09	0,08
11,94	0,08	0,08
11,96	0,09	0,09
11,99	0,07	0,09
12,01	0,11	0,09
12,03	0,11	0,09
12,06	0,10	0,09
12,08	0,09	0,09
12,11	0,09	0,10
12,13	0,08	0,10
12,16	0,07	0,10
12,18	0,08	0,11
12,21	0,10	0,11
12,23	0,10	0,11
12,25	0,11	0,11
12,28	0,12	0,11
12,30	0,13	0,11
12,33	0,14	0,11
12,35	0,15	0,12
12,38	0,14	0,12
12,40	0,13	0,12
12,42	0,13	0,13
12,45	0,12	0,13
12,47	0,12	0,13
12,50	0,11	0,13
12,52	0,13	0,13
12,55	0,13	0,14
12,57	0,13	0,14
12,60	0,13	0,14
12,62	0,13	0,14
12,64	0,15	0,14
12,67	0,14	0,14
12,69	0,15	0,14
12,72	0,13	0,14
12,74	0,14	0,15
12,77	0,14	0,15
12,79	0,16	0,15
12,82	0,16	0,15
12,84	0,17	0,15
12,86	0,16	0,16
12,89	0,15	0,16
12,91	0,15	0,16
12,94	0,15	0,16
12,96	0,16	0,16
12,99	0,18	0,16
13,01	0,17	0,16
13,04	0,17	0,16
13,06	0,16	0,16
13,08	0,17	0,16
13,11	0,19	0,16
13,13	0,19	0,16
13,16	0,19	0,16
13,18	0,17	0,17
13,21	0,17	0,17
13,23	0,13	0,17
13,26	0,14	0,17
13,28	0,15	0,17
13,30	0,16	0,17
13,33	0,15	0,17
13,35	0,16	0,17
13,38	0,16	0,17
13,40	0,15	0,17
13,43	0,19	0,17
13,45	0,19	0,17
13,47	0,21	0,17
13,50	0,19	0,17
13,52	0,19	0,18
13,55	0,17	0,18
13,57	0,17	0,18
13,60	0,16	0,18
13,62	0,18	0,18
13,65	0,18	0,18
13,67	0,17	0,18
13,69	0,18	0,18
13,72	0,18	0,18
13,74	0,20	0,18
13,77	0,20	0,18
13,79	0,19	0,18
13,82	0,18	0,18
13,84	0,17	0,18
13,87	0,17	0,18
13,89	0,16	0,17
13,91	0,16	0,17
13,94	0,17	0,17
13,96	0,17	0,17
13,99	0,17	0,18
14,01	0,17	0,17
14,04	0,17	0,17
14,06	0,17	0,17
14,09	0,17	0,17
14,11	0,16	0,17
14,13	0,17	0,17
14,16	0,18	0,17
14,18	0,17	0,17
14,21	0,20	0,17
14,23	0,19	0,17
14,26	0,19	0,17
14,28	0,16	0,17
14,31	0,16	0,17
14,33	0,14	0,17
14,35	0,14	0,17
14,38	0,15	0,17
14,40	0,16	0,16
14,43	0,18	0,16
14,45	0,16	0,16
14,48	0,17	0,16
14,50	0,16	0,16
14,52	0,18	0,16
14,55	0,17	0,16
14,57	0,17	0,16
14,60	0,15	0,16
14,62	0,14	0,16
14,65	0,13	0,16
14,67	0,13	0,16
14,70	0,13	0,16
14,72	0,17	0,16
14,74	0,16	0,16
14,77	0,17	0,16
14,79	0,17	0,16
14,82	0,17	0,16
14,84	0,17	0,16
14,87	0,18	0,16
14,89	0,17	0,16
14,92	0,15	0,16
14,94	0,17	0,17
14,96	0,14	0,17
14,99	0,16	0,17
15,01	0,14	0,18
15,04	0,16	0,18
15,06	0,16	0,18
15,09	0,17	0,18
15,11	0,17	0,19
15,14	0,19	0,19
15,16	0,22	0,19
15,18	0,20	0,20
15,21	0,21	0,20
15,23	0,22	0,20
15,26	0,20	0,21
15,28	0,20	0,22
15,31	0,23	0,22
15,33	0,23	0,23
15,36	0,23	0,23
15,38	0,24	0,24
15,40	0,24	0,25
15,43	0,23	0,25
15,45	0,24	0,26
15,48	0,24	0,26
15,50	0,26	0,27
15,53	0,27	0,27
15,55	0,28	0,28
15,57	0,29	0,29
15,60	0,30	0,29
15,62	0,33	0,30
15,65	0,34	0,31
15,67	0,34	0,32
15,70	0,31	0,32
15,72	0,32	0,33
15,75	0,29	0,34
15,77	0,32	0,35
15,79	0,33	0,36
15,82	0,37	0,36
15,84	0,38	0,37
15,87	0,38	0,38
15,89	0,40	0,38
15,92	0,39	0,39
15,94	0,43	0,39
15,97	0,43	0,40
15,99	0,45	0,41
16,01	0,42	0,42
16,04	0,43	0,43
16,06	0,42	0,44
16,09	0,42	0,45
16,11	0,42	0,46
16,14	0,44	0,47
16,16	0,46	0,47
16,19	0,46	0,48
16,21	0,48	0,49
16,23	0,49	0,49
16,26	0,52	0,50
16,28	0,53	0,51
16,31	0,53	0,52
16,33	0,54	0,53
16,36	0,56	0,54
16,38	0,55	0,55
16,41	0,56	0,55
16,43	0,56	0,56
16,45	0,57	0,57
16,48	0,57	0,58
16,50	0,58	0,59
16,53	0,58	0,60
16,55	0,61	0,60
16,58	0,62	0,61
16,60	0,62	0,62
16,63	0,63	0,62
16,65	0,63	0,62
16,67	0,64	0,63
16,70	0,63	0,63
16,72	0,67	0,64
16,75	0,67	0,64
16,77	0,68	0,65
16,80	0,67	0,66
16,82	0,66	0,66
16,84	0,65	0,67
16,87	0,65	0,67
16,89	0,65	0,67
16,92	0,67	0,67
16,94	0,67	0,67
16,97	0,67	0,67
16,99	0,68	0,68
17,02	0,68	0,68
17,04	0,71	0,68
17,06	0,72	0,68
17,09	0,71	0,68
17,11	0,69	0,68
17,14	0,69	0,69
17,16	0,66	0,69
17,19	0,66	0,69
17,21	0,65	0,69
17,24	0,68	0,69
17,26	0,67	0,69
17,28	0,69	0,69
17,31	0,69	0,69
17,33	0,70	0,69
17,36	0,73	0,68
17,38	0,71	0,68
17,41	0,72	0,68
17,43	0,71	0,68
17,46	0,71	0,68
17,48	0,68	0,68
17,50	0,69	0,68
17,53	0,66	0,68
17,55	0,65	0,68
17,58	0,67	0,68
17,60	0,65	0,67
17,63	0,66	0,67
17,65	0,67	0,66
17,68	0,69	0,66
17,70	0,67	0,65
17,72	0,67	0,65
17,75	0,65	0,65
17,77	0,64	0,65
17,80	0,64	0,64
17,82	0,63	0,64
17,85	0,64	0,64
17,87	0,63	0,64
17,89	0,62	0,63
17,92	0,62	0,63
17,94	0,62	0,63
17,97	0,62	0,62
17,99	0,63	0,62
18,02	0,64	0,61
18,04	0,62	0,61
18,07	0,62	0,60
18,09	0,61	0,59
18,11	0,59	0,59
18,14	0,62	0,58
18,16	0,61	0,58
18,19	0,61	0,57
18,21	0,57	0,57
18,24	0,56	0,56
18,26	0,52	0,56
18,29	0,53	0,55
18,31	0,50	0,55
18,33	0,51	0,54
18,36	0,52	0,54
18,38	0,50	0,53
18,41	0,50	0,53
18,43	0,51	0,52
18,46	0,53	0,51
18,48	0,52	0,51
18,51	0,52	0,50
18,53	0,52	0,50
18,55	0,52	0,50
18,58	0,50	0,49
18,60	0,49	0,49
18,63	0,49	0,49
18,65	0,49	0,48
18,68	0,47	0,48
18,70	0,47	0,47
18,73	0,45	0,47
18,75	0,46	0,46
18,77	0,46	0,46
18,80	0,46	0,45
18,82	0,44	0,45
18,85	0,45	0,44
18,87	0,45	0,44
18,90	0,43	0,43
18,92	0,43	0,43
18,94	0,42	0,42
18,97	0,41	0,42
18,99	0,40	0,42
19,02	0,40	0,42
19,04	0,40	0,42
19,07	0,40	0,41
19,09	0,41	0,41
19,12	0,39	0,41
19,14	0,39	0,41
19,16	0,39	0,40
19,19	0,41	0,40
19,21	0,40	0,40
19,24	0,43	0,40
19,26	0,43	0,39
19,29	0,42	0,39
19,31	0,41	0,39
19,34	0,40	0,40
19,36	0,38	0,40
19,38	0,38	0,40
19,41	0,37	0,40
19,43	0,37	0,40
19,46	0,36	0,40
19,48	0,37	0,40
19,51	0,36	0,40
19,53	0,39	0,40
19,56	0,41	0,40
19,58	0,42	0,40
19,60	0,42	0,40
19,63	0,44	0,41
19,65	0,43	0,41
19,68	0,42	0,42
19,70	0,43	0,43
19,73	0,41	0,43
19,75	0,40	0,44
19,78	0,41	0,45
19,80	0,41	0,45
19,82	0,42	0,46
19,85	0,45	0,46
19,87	0,49	0,47
19,90	0,49	0,48
19,92	0,51	0,49
19,95	0,50	0,50
19,97	0,52	0,51
19,99	0,50	0,52
20,02	0,52	0,53
20,04	0,51	0,54
20,07	0,53	0,56
20,09	0,55	0,57
20,12	0,56	0,59
20,14	0,58	0,60
20,17	0,60	0,61
20,19	0,63	0,62
20,21	0,64	0,63
20,24	0,65	0,65
20,26	0,67	0,66
20,29	0,69	0,67
20,31	0,70	0,69
20,34	0,71	0,70
20,36	0,72	0,72
20,39	0,74	0,73
20,41	0,74	0,75
20,43	0,75	0,77
20,46	0,77	0,79
20,48	0,80	0,81
20,51	0,78	0,82
20,53	0,80	0,84
20,56	0,82	0,86
20,58	0,84	0,87
20,61	0,86	0,89
20,63	0,91	0,90
20,65	0,97	0,92
20,68	0,97	0,94
20,70	1,01	0,96
20,73	1,01	0,98
20,75	1,03	0,99
20,78	1,02	1,01
20,80	1,03	1,03
20,83	1,02	1,05
20,85	1,04	1,07
20,87	1,07	1,09
20,90	1,08	1,11
20,92	1,11	1,12
20,95	1,14	1,13
20,97	1,17	1,15
21,00	1,19	1,16
21,02	1,20	1,17
21,05	1,22	1,19
21,07	1,23	1,20
21,09	1,23	1,22
21,12	1,24	1,24
21,14	1,24	1,25
21,17	1,25	1,27
21,19	1,26	1,28
21,22	1,28	1,29
21,24	1,29	1,30
21,26	1,32	1,31
21,29	1,35	1,32
21,31	1,35	1,33
21,34	1,36	1,34
21,36	1,37	1,34
21,39	1,39	1,35
21,41	1,37	1,36
21,44	1,39	1,36
21,46	1,37	1,37
21,48	1,39	1,38
21,51	1,39	1,39
21,53	1,39	1,39
21,56	1,41	1,39
21,58	1,42	1,40
21,61	1,40	1,40
21,63	1,38	1,40
21,66	1,40	1,40
21,68	1,38	1,40
21,70	1,41	1,40
21,73	1,44	1,40
21,75	1,43	1,40
21,78	1,42	1,40
21,80	1,42	1,40
21,83	1,41	1,39
21,85	1,40	1,39
21,88	1,41	1,39
21,90	1,41	1,39
21,92	1,38	1,39
21,95	1,37	1,38
21,97	1,35	1,38
22,00	1,35	1,37
22,02	1,34	1,37
22,05	1,36	1,36
22,07	1,39	1,35
22,10	1,38	1,34
22,12	1,37	1,33
22,14	1,36	1,33
22,17	1,35	1,32
22,19	1,31	1,31
22,22	1,32	1,30
22,24	1,28	1,30
22,27	1,27	1,29
22,29	1,27	1,28
22,31	1,25	1,27
22,34	1,24	1,26
22,36	1,24	1,25
22,39	1,25	1,23
22,41	1,23	1,22
22,44	1,23	1,21
22,46	1,21	1,19
22,49	1,22	1,18
22,51	1,21	1,17
22,53	1,18	1,16
22,56	1,15	1,14
22,58	1,12	1,13
22,61	1,09	1,12
22,63	1,08	1,11
22,66	1,08	1,09
22,68	1,08	1,08
22,71	1,05	1,06
22,73	1,05	1,05
22,75	1,02	1,03
22,78	1,00	1,01
22,80	1,00	1,00
22,83	1,00	0,98
22,85	0,99	0,97
22,88	0,96	0,96
22,90	0,95	0,94
22,93	0,93	0,93
22,95	0,92	0,92
22,97	0,89	0,91
23,00	0,90	0,90
23,02	0,86	0,88
23,05	0,83	0,87
23,07	0,83	0,86
23,10	0,82	0,85
23,12	0,82	0,83
23,15	0,83	0,82
23,17	0,85	0,81
23,19	0,83	0,79
23,22	0,80	0,78
23,24	0,79	0,77
23,27	0,78	0,76
23,29	0,74	0,75
23,32	0,74	0,74
23,34	0,71	0,74
23,36	0,69	0,73
23,39	0,68	0,72
23,41	0,67	0,71
23,44	0,65	0,70
23,46	0,68	0,68
23,49	0,69	0,67
23,51	0,69	0,66
23,54	0,66	0,66
23,56	0,67	0,65
23,58	0,66	0,64
23,61	0,63	0,63
23,63	0,63	0,63
23,66	0,60	0,62
23,68	0,60	0,62
23,71	0,58	0,62
23,73	0,59	0,61
23,76	0,58	0,61
23,78	0,60	0,60
23,80	0,58	0,59
23,83	0,57	0,59
23,85	0,57	0,58
23,88	0,55	0,58
23,90	0,58	0,58
23,93	0,59	0,57
23,95	0,59	0,57
23,98	0,58	0,57
24,00	0,58	0,57
24,02	0,56	0,57
24,05	0,55	0,57
24,07	0,56	0,57
24,10	0,56	0,57
24,12	0,55	0,58
24,15	0,55	0,58
24,17	0,56	0,59
24,20	0,56	0,59
24,22	0,57	0,60
24,24	0,60	0,60
24,27	0,60	0,60
24,29	0,60	0,61
24,32	0,59	0,62
24,34	0,61	0,63
24,37	0,64	0,64
24,39	0,66	0,65
24,42	0,68	0,66
24,44	0,66	0,68
24,46	0,68	0,69
24,49	0,67	0,71
24,51	0,68	0,72
24,54	0,70	0,74
24,56	0,76	0,75
24,59	0,76	0,77
24,61	0,76	0,79
24,63	0,79	0,80
24,66	0,79	0,82
24,68	0,84	0,84
24,71	0,88	0,86
24,73	0,91	0,88
24,76	0,90	0,90
24,78	0,93	0,93
24,81	0,92	0,95
24,83	0,93	0,98
24,85	0,96	1,00
24,88	0,99	1,02
24,90	1,04	1,05
24,93	1,06	1,08
24,95	1,09	1,10
24,98	1,12	1,13
25,00	1,17	1,16
25,03	1,19	1,19
25,05	1,22	1,21
25,07	1,24	1,25
25,10	1,26	1,28
25,12	1,29	1,31
25,15	1,33	1,34
25,17	1,35	1,38
25,20	1,40	1,41
25,22	1,43	1,44
25,25	1,48	1,47
25,27	1,50	1,51
25,29	1,54	1,54
25,32	1,58	1,57
25,34	1,62	1,60
25,37	1,65	1,63
25,39	1,67	1,66
25,42	1,71	1,69
25,44	1,73	1,72
25,47	1,78	1,75
25,49	1,80	1,78
25,51	1,84	1,81
25,54	1,83	1,84
25,56	1,87	1,87
25,59	1,87	1,90
25,61	1,89	1,92
25,64	1,93	1,95
25,66	1,98	1,97
25,68	2,02	2,00
25,71	2,04	2,02
25,73	2,07	2,05
25,76	2,08	2,07
25,78	2,13	2,09
25,81	2,15	2,11
25,83	2,17	2,14
25,86	2,17	2,16
25,88	2,20	2,18
25,90	2,20	2,20
25,93	2,22	2,21
25,95	2,24	2,23
25,98	2,28	2,24
26,00	2,29	2,26
26,03	2,30	2,27
26,05	2,30	2,28
26,08	2,31	2,29
26,10	2,33	2,30
26,12	2,33	2,31
26,15	2,35	2,32
26,17	2,33	2,33
26,20	2,34	2,33
26,22	2,32	2,34
26,25	2,33	2,34
26,27	2,34	2,34
26,30	2,37	2,34
26,32	2,37	2,34
26,34	2,37	2,34
26,37	2,37	2,33
26,39	2,36	2,33
26,42	2,37	2,33
26,44	2,36	2,32
26,47	2,34	2,31
26,49	2,32	2,31
26,52	2,30	2,30
26,54	2,28	2,29
26,56	2,27	2,28
26,59	2,29	2,27
26,61	2,28	2,26
26,64	2,26	2,24
26,66	2,25	2,23
26,69	2,23	2,22
26,71	2,20	2,20
26,73	2,20	2,18
26,76	2,19	2,16
26,78	2,17	2,15
26,81	2,14	2,13
26,83	2,12	2,11
26,86	2,09	2,09
26,88	2,10	2,07
26,91	2,07	2,05
26,93	2,07	2,03
26,95	2,01	2,01
26,98	1,99	1,99
27,00	1,93	1,96
27,03	1,91	1,94
27,05	1,90	1,92
27,08	1,89	1,89
27,10	1,88	1,87
27,13	1,85	1,84
27,15	1,84	1,82
27,17	1,80	1,80
27,20	1,80	1,77
27,22	1,75	1,74
27,25	1,73	1,72
27,27	1,68	1,70
27,30	1,65	1,67
27,32	1,63	1,65
27,35	1,61	1,63
27,37	1,60	1,60
27,39	1,59	1,57
27,42	1,56	1,55
27,44	1,52	1,52
27,47	1,50	1,50
27,49	1,47	1,47
27,52	1,45	1,45
27,54	1,44	1,42
27,57	1,42	1,40
27,59	1,37	1,38
27,61	1,34	1,36
27,64	1,30	1,34
27,66	1,28	1,31
27,69	1,26	1,29
27,71	1,25	1,27
27,74	1,23	1,24
27,76	1,22	1,22
27,78	1,21	1,20
27,81	1,18	1,18
27,83	1,19	1,16
27,86	1,15	1,14
27,88	1,13	1,12
27,91	1,08	1,10
27,93	1,07	1,08
27,96	1,03	1,06
27,98	1,05	1,04
28,00	1,04	1,03
28,03	1,02	1,01
28,05	0,99	0,99
28,08	0,96	0,97
28,10	0,92	0,96
28,13	0,89	0,94
28,15	0,89	0,93
28,18	0,89	0,91
28,20	0,88	0,90
28,22	0,87	0,88
28,25	0,85	0,87
28,27	0,85	0,86
28,30	0,85	0,84
28,32	0,85	0,83
28,35	0,84	0,82
28,37	0,80	0,82
28,40	0,79	0,81
